"","res_list.IN_2.pvalue","res_list.IN_1.pvalue","res_list.IN.pvalue","res_list.nIN_1.pvalue","res_list.nIN.pvalue","res_list.nEN_1.pvalue","res_list.nEN.pvalue","res_list.IPC.pvalue","res_list.MGE.pvalue","res_list.RG.pvalue","Mean"
"NECAP2",0.765957927778148,0.856338762131431,0.497649837566357,0.940970138118916,0.864505179383959,0.753821615647768,0.667359334038968,0.765199249867087,0.148005093308132,0.998751296472462,0.725855843431323
"AL137802.2",0.552593302572997,0.776625723895884,0.931342121521526,0.55543760625516,0.834944473327989,0.667997137078261,0.963543763601324,0.749343071683542,0.812708161819563,0.328585260317113,0.717312062207336
"NBPF1",0.649435617907905,0.929868759993237,0.490548871382759,0.510392379334068,0.849981363845271,0.467651577174503,0.469639427438886,0.235981031684863,0.588851622035726,0.288550313541599,0.548090096433882
"CROCC",0.968114857292748,0.949833876841033,0.835249144252435,0.776400394727979,0.271793583558584,0.444207450359403,0.930034860333339,0.635647370017344,0.545579482592945,0.670184169640038,0.702704518961585
"MFAP2",0.850052035664289,0.174147450059009,0.234584240443376,0.336876927022746,0.0844149980440623,0.358626844520279,0.988831971886856,0.906653120623095,0.157544792992917,0.173449484996633,0.426518186625326
"AL049569.1",0.419262028795773,0.126491104709453,0.644420566756927,0.0526754999784152,0.18873043299775,0.0959295606640602,0.893541118286967,0.238022545258152,0.569057962143475,0.641479282265045,0.386961010185602
"ATP13A2",0.516623477362944,0.663175963219748,0.720924505400179,0.561881213403797,0.830657359737759,0.556287007034807,0.77788885723514,0.836028258426388,0.484000094498183,0.691983075143807,0.663944981146275
"SDHB",0.780237061835444,0.952776187414542,0.749403150575535,0.275332602321071,0.970186152655721,0.59112591491091,0.782982452476377,0.699861401696209,0.955187545912847,0.918228419731057,0.767532088952971
"RCC2",0.721983312490481,0.707672974727664,0.919576400615085,0.509295742203387,0.539416099216609,0.279431568719384,0.432036633250246,0.583559728100729,0.781744433756737,0.409756159665325,0.588447305274565
"ARHGEF10L",0.617039892023479,0.870964799644674,0.81176799561165,0.590923518285219,0.645250771387982,0.0713139823928746,0.933679235251146,0.413483195892546,0.262092002341247,0.171372812376598,0.538788820520742
"IGSF21",0.773929254299719,0.801108821757894,0.601783447934613,0.713547887237005,0.862000226860045,0.285483809045109,0.301605929633677,0.956443352355302,0.0496550679210959,0.0549226381924133,0.540048043523687
"IFFO2",0.881609424360817,0.884776006092977,0.678002708506559,0.736286125143039,0.282722994219834,0.80660281661178,0.892803203001657,0.529770698846937,0.428477713456128,0.601267898775346,0.672231958901507
"UBR4",0.81203669240568,0.750117278720634,0.565224919733552,0.488738648471374,0.676012881908541,0.801130644666032,0.818350091829293,0.758207362368273,0.860959643398294,0.42260661195716,0.695338477545883
"EMC1-AS1",0.418328402243207,0.192648520822275,0.157211052159104,0.509739857048134,0.062087168615223,0.133834026233825,0.758992955390167,0.894181059497188,0.660128548775767,0.556491539837636,0.434364313062253
"EMC1",0.807391412516058,0.884364422918095,0.951129437359739,0.397191115796489,0.569902890700601,0.431234629136939,0.893964401588342,0.188628890543334,0.636988743376377,0.987463503200677,0.674825944713665
"MRTO4",0.875772320950041,0.668529090130329,0.852479817306027,0.511978546020273,0.209602306277261,0.953914387858615,0.230742604185729,0.0226366657903426,0.33806344511224,0.0573099711556835,0.472102915478654
"AKR7A2",0.815030062210673,0.917373971250085,0.708154736057549,0.679202248813684,0.473151773893914,0.295388146755331,0.63618506389792,0.635523545037574,0.519298545975797,0.185988469695937,0.586529656358846
"CAPZB",0.712736725802454,0.302566296590958,0.103312200849185,0.941057257760655,0.673025069818872,0.517110160827146,0.244097515748216,0.325327276901032,0.842830572266233,0.81295890958817,0.547502198615292
"MICOS10",0.608615280395876,0.709963598416302,0.400443998982494,0.691694890109555,0.736588361492173,0.330929911640351,0.0294905062372475,0.852685694112948,0.821810483706877,0.295828771161886,0.547805149625571
"NBL1",0.317147610865347,0.721608840401262,0.242087612999921,0.0170725119423265,0.810260286477881,0.217548205877,0.4919436416843,0.66976360228563,0.222811447766198,0.173716006448551,0.388395976674842
"OTUD3",0.770801991329642,0.220027121495447,0.700353955472048,0.119085036692892,0.670049807867507,0.429664075136055,0.734534199655505,0.499438057708656,0.366347172569256,0.37819166687579,0.48884930848028
"CAMK2N1",0.247526242933869,0.791568727601779,0.620147411241892,0.700608908568789,0.975315228303593,0.0655639728524316,0.866437270560133,0.645461573484015,0.0395251234107164,0.627849363017909,0.558000382197513
"MUL1",0.865851977132034,0.54947607833765,0.311729785911712,0.731285882823391,0.84673881012877,0.430849955707303,0.530813730653503,0.892859538319218,0.943031050825828,0.882786798261586,0.6985423608101
"PINK1",0.402495243001115,0.416452690145946,0.371591311287909,0.325291242027916,0.626914787710992,0.972466843991244,0.158393505906936,0.941384877875601,0.998931766357312,0.840708497648873,0.605463076595384
"DDOST",0.67024646300704,0.878673400282298,0.0634965975657076,0.665927516121493,0.822002131428396,0.942257344810488,0.0170483224749735,0.512854762794932,0.151235766547236,0.0266677016417499,0.475041000667432
"KIF17",0.834639890269204,0.227129221439547,0.225622380980982,0.10791054370283,0.374220573440502,0.421661791704773,0.592247050614356,0.733438523820194,0.811929808985534,0.553302493127888,0.488210227808581
"HP1BP3",0.692827044319516,0.522405168411123,0.890758456977241,0.983460099493856,0.689326236251325,0.702829647368081,0.955651268734023,0.892596721516236,0.859867599636412,0.661973706466001,0.785169594917381
"EIF4G3",0.230660962989831,0.208242719120856,0.633587112924008,0.618811017101525,0.792269998525557,0.604134770613135,0.410790398842361,0.743565758576682,0.561465211474337,0.0202444670154811,0.482377241718377
"ECE1",0.300578459483619,0.53311293247922,0.126505967549914,0.489217204825416,0.427107752214781,0.788266071751393,0.809171265545523,0.532712189236398,0.244565450818364,0.968739047448697,0.521997634135332
"NBPF3",0.62656002041131,0.833772165109965,0.531796191740339,0.996632442689667,0.500930779540464,0.628730390843109,0.727133182476435,0.91290715497345,0.659150746676778,0.841696012642207,0.725930908710372
"ALPL",0.557201492749916,0.92121933830248,0.903882304203982,0.0814518810030172,0.700882525918705,0.735664692600399,0.978371918085842,0.594352038082158,0.387429042612632,0.981663321174716,0.684211855473385
"RAP1GAP",0.129365740034271,0.967865107656785,0.571137202418642,0.00268596086047037,0.843281421580216,0.467739301514839,0.917012792736754,0.314068541987957,0.00766299573873912,0.384904752966731,0.460572381749541
"USP48",0.977243729608097,0.880952820934035,0.560671326185799,0.442175405531383,0.859468784003163,0.546921770380988,0.400138882804501,0.86260569910884,0.116654480292523,0.413481966984806,0.606031486583414
"CDC42",0.422882712038029,0.615247781343924,0.739867418268954,0.0985166080033326,0.28517404297367,0.674372959739026,0.798207675341869,0.601660471105438,0.288661697331647,0.656288418626515,0.51808797847724
"CDC42-AS1",0.745240945094059,0.953726424692656,0.0628688037563935,0.967816672356942,0.691889652553974,0.160315412293992,0.529227044661839,0.902268799690948,0.643426903209849,0.922393492929053,0.657917415123971
"WNT4",0.963347803361191,0.73358842642506,0.645729919899855,0.15469469404694,0.754062676566471,0.684618320083804,0.421764433337519,0.953906475843332,0.7923377876972,0.614797277745247,0.671884781500662
"ZBTB40",0.546547768605314,0.89937990255771,0.426629524161205,0.0254183598881881,0.286360355629493,0.0701726673581292,0.636759978781883,0.67515198163598,0.699836431354703,0.467044830415229,0.473330180038783
"EPHB2",0.575888319578485,0.939873029090579,0.798525886140555,0.798744686338876,0.849179685798534,0.416385710737277,0.96527969921136,0.892603658881678,0.0830773063986357,0.0910085759687779,0.641056655814476
"KDM1A",0.964256958143236,0.751769471804805,0.201149033873397,0.522129893028292,0.864421812100205,0.809743150383614,0.78692194219438,0.936624151074108,0.860249030982279,0.912042028626477,0.760930747221079
"AL031428.1",0.917535440596378,0.175556661002098,0.188584353608209,0.00969785158350737,0.371535384862923,0.347947613892963,0.811375952163942,0.642445093863302,0.870545393306154,0.0707979999884922,0.440602174486797
"LUZP1",0.999543785431704,0.333887340143024,0.575927642617296,0.088381540206014,0.501174480846849,0.132154192533971,0.448883764064782,0.469289639405589,0.774658325940099,0.858066930022362,0.518196764121169
"LINC01355",0.854171869037134,0.774908076198453,0.669287325615805,0.758353380327065,0.425279366246658,0.13879891613681,0.863249782738279,0.692562296887101,0.479544840193871,0.982534442769476,0.663869029615065
"HNRNPR",0.577641683790775,0.850759635326915,0.53763061325385,0.632580501934844,0.272920987973951,0.584896465787854,0.789364717336467,0.570065838592665,0.674834065138741,0.700504783173374,0.619119929230944
"ZNF436",0.587726854196791,0.848992073285841,0.80426295372713,0.89994633202188,0.934559417201202,0.46769682620047,0.826381185924803,0.881387936229302,0.448191485137003,0.208376357297251,0.690752142122167
"ZNF436-AS1",0.347356253110651,0.118735104397257,0.908875648404548,0.925978984775546,0.817607363448026,0.332179602648791,0.845176563302572,0.75492902548799,0.659126608685408,0.366899161859657,0.607686431612044
"ASAP3",0.99542791435859,0.934349081542212,0.927267917856611,0.832981101632345,0.0989452794632639,0.108663158388676,0.196138735680768,0.535976071948273,0.486430921102379,0.6839175809942,0.580009776296732
"E2F2",0.715286015443551,0.329200521773174,0.296843904195819,0.493502352761708,0.0619345725967122,0.432050941851423,0.21487910981329,0.844892085334319,0.160801286099928,0.78336159102124,0.433275238089116
"ID3",0.104674498535397,0.345185390226326,0.111723556742604,0.00422132203461671,0.352478116034728,0.247020998285017,0.0574459854179782,0.293244516820259,0.00120707990770146,0.0491786648622285,0.156638012886685
"RPL11",0.114990019531217,0.736647766852129,0.0409533264830734,0.00574617601917154,0.920567262536067,0.209951214382083,0.413771036796547,0.168885154690806,0.0209041899989427,0.00633509625148205,0.263875124354152
"ELOA-AS1",0.392809883776252,0.69657118854191,0.377749387067017,0.750659960729459,0.0787663284176224,0.596211647231636,0.603903842846036,0.333829072875089,0.250329479711051,0.917709233052765,0.499854002424884
"ELOA",0.52865331943447,0.368174677311826,0.430785250066718,0.51171396845794,0.756521813610322,0.0263576541650885,0.541044995543279,0.955075858857484,0.542074760073566,0.767025418031003,0.54274277155517
"PITHD1",0.951443055839311,0.406753151413385,0.942640202173538,0.025685871958293,0.723968359857328,0.386844520049296,0.778911108965902,0.850407695213468,0.267120978798378,0.347962472673526,0.568173741694242
"LYPLA2",0.492746685150457,0.79878934962744,0.981759748608445,0.890516147948586,0.824607431483388,0.437998212302882,0.782916116397711,0.90679214880092,0.712366055666277,0.131257610489397,0.69597495064755
"GALE",0.433853177045523,0.557826163762132,0.319253871685278,0.732035639046975,0.804550109327027,0.70956428794841,0.360251538921129,0.428604748626906,0.94744842173609,0.37244707107081,0.566583502917028
"HMGCL",0.663749092593888,0.452972306135516,0.617603656883205,0.642378330826086,0.116309264911605,0.771344045235712,0.516661067343929,0.723933709326276,0.301094715659925,0.78569814457908,0.559174433349522
"FUCA1",0.866434532435613,0.995662786600896,0.388773458642393,0.896356265570955,0.791874536035217,0.436437492155296,0.946834397884261,0.566366616947861,0.559587749196672,0.804964110444082,0.725329194591325
"PNRC2",0.0453610518169989,0.396604544542318,0.868468998905623,0.209600463437823,0.788312415271163,0.58242944995212,0.427330830613241,0.741874277162364,0.0400104682704663,0.0804073166898968,0.418039981666201
"SRSF10",0.953746528950693,0.821207575452751,0.572962641157448,0.569462613765488,0.823437018012286,0.435256946647716,0.592167310006973,0.586007064923119,0.394555540158714,0.360116423370048,0.610891966244523
"NIPAL3",0.396993755778575,0.727969616028687,0.768452268190667,0.251214863228316,0.123840031365656,0.922102519725848,0.693465916749565,0.381657170155801,0.086529978253314,0.715886868962163,0.506811298843859
"RCAN3",0.751995769292375,0.787363391902379,0.793724703171079,0.0522555115349102,0.917615188795114,0.424922241753059,0.563144453678504,0.86137650348323,0.0493830995915808,0.144365960692557,0.534614682389479
"SRRM1",0.401403303374087,0.852752131931969,0.60966302517608,0.699135931562346,0.314444745149069,0.224103447599895,0.76148866029332,0.982225336142614,0.87990414270668,0.706668625382814,0.643178934931887
"CLIC4",0.38774896035093,0.126067064277857,0.339954216231116,0.323241070601389,0.428015233199588,0.415010376503193,0.960352439505187,0.385895699919678,0.0321030830014682,0.469365774401563,0.386775391799197
"SYF2",0.316246834444445,0.93126638878375,0.160612227844395,0.853457887732088,0.999872719327206,0.879630034747506,0.914071626642247,0.549116041593278,0.864097889037678,0.933386278496133,0.740175792864873
"RSRP1",0.829521861511297,0.417941675944129,0.346712977197851,0.898207709319815,0.614292132312799,0.00452288236378549,0.445041995517172,0.645081504871192,0.752680084977881,0.374265009240861,0.532826783325678
"RHD",0.619919592931587,0.480601415455737,0.666195136940912,0.378305377814222,0.670997039653346,0.632649384857444,0.559974646547473,0.576090197360984,0.761764484727302,0.407524597532682,0.575402187382169
"TMEM50A",0.443058430159245,0.574407850018752,0.686536340848264,0.948197789802269,0.41594377724843,0.047842359555509,0.559189893915236,0.475464490238702,0.812140342135614,0.20449016615067,0.516727144007269
"RHCE",0.736559166264803,0.829155175748379,0.771070992200319,1,0.635488654313315,0.694725973075184,0.823749142506965,0.644395750418796,0.834230787568372,0.378522302500449,0.734789794459658
"MACO1",0.324431919204859,0.684425094214454,0.572327983784951,0.777136172323049,0.550687224686622,0.929201235432289,0.893286570738295,0.646696406372961,6.19007779509837e-06,0.00826635916069157,0.538646515599597
"MAN1C1",0.0174166443661405,0.0166149999405174,0.906332963357962,0.964560419391939,0.453469129665645,0.603385569612509,0.223660041962764,0.272960800648886,0.371862193576276,0.206559505700727,0.403682226822337
"SELENON",0.393637204397072,0.115728455050603,0.7096784339139,0.876708692919281,0.565088428747597,0.759636404861358,0.157487994071817,0.690718667428759,0.84739125068771,0.602415934154677,0.571849146623278
"MTFR1L",0.938330681854921,0.704765473313331,0.579191296415282,0.986200605234536,0.714300257820855,0.742882009415267,0.723489198556611,0.116797322587658,0.773981319221478,0.774687944623569,0.705462610904351
"AUNIP",0.607275018884281,0.705039676069462,0.730665603117816,0.36487495198996,0.20643811879497,0.856263140201302,0.453353165574301,0.956047307018968,0.865919653717776,0.513173106118634,0.625904974148747
"STMN1",0.551428901998317,0.172352640024114,0.269273466576758,0.130040188374656,0.468995834140951,0.883084405899929,0.599313079405251,0.389671008965739,0.0386074484995673,0.70826937511303,0.421103634899831
"PDIK1L",0.87861462736833,0.786405957862756,0.531264978070368,0.0296748189224183,0.967596017553453,0.108833843140141,0.711808975339487,0.889712434205695,0.914330719163956,0.450357797497816,0.626860016912442
"ZNF593",0.0994278060443716,0.200467338917242,0.362119553498989,0.922203956411782,0.274702097974015,0.012490321507345,0.0197886066159907,0.396302663501695,0.0610766569083419,0.055926461160165,0.240450546253994
"CNKSR1",0.610232096445118,0.991858002006677,0.638383936829288,0.294010159014169,0.683724012017239,0.933381207252763,0.722192989799488,0.895277061457412,0.645790494845553,0.718031816413638,0.713288177608134
