Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
SEMA6C	UniProtKB:Q9H3T2	Semaphorin-6C	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
SEMA6B	UniProtKB:Q9H3T3	Semaphorin-6B	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
SEMA6B	UniProtKB:Q9H3T3	Semaphorin-6B	GO:0007417	central nervous system development	GO:0008150|GO:0007417|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	biological_process|central nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
SEMA6B	UniProtKB:Q9H3T3	Semaphorin-6B	GO:0021766	hippocampus development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0021766|GO:0048513|GO:0007420|GO:0021761|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|hippocampus development|animal organ development|brain development|limbic system development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
SEMA6B	UniProtKB:Q9H3T3	Semaphorin-6B	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
SCYL2	UniProtKB:Q6P3W7	SCY1-like protein 2	GO:0007420	brain development	GO:0008150|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
SCYL2	UniProtKB:Q6P3W7	SCY1-like protein 2	GO:0021860	pyramidal neuron development	GO:0060322|GO:0007275|GO:0021879|GO:0021859|GO:0007399|GO:0048856|GO:0022008|GO:0021953|GO:0048513|GO:0021954|GO:0048699|GO:0021872|GO:0030900|GO:0032502|GO:0032501|GO:0008150|GO:0030182|GO:0048468|GO:0048666|GO:0007420|GO:0021860|GO:0048869|GO:0009987|GO:0021884|GO:0007417|GO:0048731|GO:0030154	head development|multicellular organism development|forebrain neuron differentiation|pyramidal neuron differentiation|nervous system development|anatomical structure development|neurogenesis|central nervous system neuron differentiation|animal organ development|central nervous system neuron development|generation of neurons|forebrain generation of neurons|forebrain development|developmental process|multicellular organismal process|biological_process|neuron differentiation|cell development|neuron development|brain development|pyramidal neuron development|cellular developmental process|cellular process|forebrain neuron development|central nervous system development|system development|cell differentiation
FGF20	UniProtKB:Q9NP95	Fibroblast growth factor 20	GO:0042491	inner ear auditory receptor cell differentiation	GO:0048839|GO:0007275|GO:0007399|GO:0008544|GO:0048856|GO:0022008|GO:0048513|GO:0060429|GO:0048699|GO:0032502|GO:0032501|GO:0035315|GO:0008150|GO:0060113|GO:0030182|GO:0048869|GO:0009888|GO:0009987|GO:0007423|GO:0030855|GO:0042490|GO:0009913|GO:0042491|GO:0048731|GO:0043583|GO:0030154	inner ear development|multicellular organism development|nervous system development|epidermis development|anatomical structure development|neurogenesis|animal organ development|epithelium development|generation of neurons|developmental process|multicellular organismal process|hair cell differentiation|biological_process|inner ear receptor cell differentiation|neuron differentiation|cellular developmental process|tissue development|cellular process|sensory organ development|epithelial cell differentiation|mechanoreceptor differentiation|epidermal cell differentiation|inner ear auditory receptor cell differentiation|system development|ear development|cell differentiation
YWHAE	UniProtKB:P62258	14-3-3 protein epsilon	GO:0001764	neuron migration	GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0009987|GO:0048869|GO:0048870|GO:0001764|GO:0048731|GO:0030154|GO:0032502|GO:0016477|GO:0032501	biological_process|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular process|cellular developmental process|cell motility|neuron migration|system development|cell differentiation|developmental process|cell migration|multicellular organismal process
YWHAE	UniProtKB:P62258	14-3-3 protein epsilon	GO:0021762	substantia nigra development	GO:0008150|GO:0060322|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0021762|GO:0048857|GO:0030901|GO:0007417|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|substantia nigra development|neural nucleus development|midbrain development|central nervous system development|system development|developmental process|multicellular organismal process
YWHAE	UniProtKB:P62258	14-3-3 protein epsilon	GO:0021766	hippocampus development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0021766|GO:0048513|GO:0007420|GO:0021761|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|hippocampus development|animal organ development|brain development|limbic system development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
